kingdom,phylum,class,order,family,genus,subgenus,species,subspecies,authority,canonical,dwc:scientificName
Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Copuetta,,maputa,,"Haddad, 2013",Copuetta  maputa ,"Copuetta maputa Haddad, 2013"
Animalia,Chordata,Actinopterygii,Perciformes,Coryphaenidae,Coryphaena,,hippurus,,"Linnaeus, 1758",Coryphaena  hippurus ,"Coryphaena hippurus Linnaeus, 1758"
Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,,ansorgei,,"Thomas, 1904",Cricetomys  ansorgei ,"Cricetomys ansorgei Thomas, 1904"
Animalia,Chordata,Aves,Piciformes,Capitoniidae,Cryptolybia,Stactolaema,olivacea,,"(Shelley, 1880)",Cryptolybia (Stactolaema) olivacea ,"Cryptolybia (Stactolaema) olivacea  (Shelley, 1880)"
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,,mahali,,"(Roberts, 1913)",Cryptomys  mahali ,"Cryptomys mahali (Roberts, 1913)"
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,,natalensis,,"(Roberts, 1913)",Cryptomys  natalensis ,"Cryptomys natalensis (Roberts, 1913)"
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,,pretoriae,,"(Roberts, 1913)",Cryptomys  pretoriae ,"Cryptomys pretoriae (Roberts, 1913)"
Animalia,Arthropoda,Insecta,Diptera,Curtonotidae,Curtonotum,,pauliani,,"Tsacas, 1974",Curtonotum  pauliani ,"Curtonotum pauliani Tsacas, 1974"
Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Cymothoa,,sodwana,,"Bruce & Smit, 2013",Cymothoa  sodwana ,"Cymothoa sodwana Bruce & Smit, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Cyrtarachne,,ixoides,,"(Simon, 1871)",Cyrtarachne  ixoides ,"Cyrtarachne ixoides (Simon, 1871)"
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Cyrtophora,,petersi,,"Karsch, 1878",Cyrtophora  petersi ,"Cyrtophora petersi Karsch, 1878"
Animalia,Mollusca,Gastropoda,Seguenziida,Chilodontaidae,Danilia,,textilis,,"Herbert, 2012",Danilia  textilis ,"Danilia textilis Herbert, 2012"
Animalia,Arthropoda,Insecta,Diptera,Asilidae,Daspletis,,lykos,,"Londt, 1985",Daspletis  lykos ,"Daspletis lykos Londt, 1985"
Animalia,Arthropoda,Insecta,Diptera,Asilidae,Daspletis,,vespertilio,,"(Engel, 1932)",Daspletis  vespertilio ,"Daspletis vespertilio (Engel, 1932)"
Animalia,Arthropoda,Insecta,Diptera,Asilidae,Daspletis,,vulpes,,"Loew, 1858",Daspletis  vulpes ,"Daspletis vulpes Loew, 1858"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Dasymys,,robertsii,,"Mullin, Taylor & Pillay, 2004",Dasymys  robertsii ,"Dasymys robertsii Mullin, Taylor & Pillay, 2004"
Animalia,Arthropoda,Insecta,Hymenoptera,Dryinidae,Deinodryinus,,casalei,,"(Olmi, 1984)",Deinodryinus casalei ,"Deinodryinus casalei (Olmi, 1984)"
Animalia,Arthropoda,Insecta,Hymenoptera,Dryinidae,Deinodryinus,,prinslooi,,"(Olmi, 1987)",Deinodryinus prinslooi ,"Deinodryinus prinslooi (Olmi, 1987)"
Animalia,Arthropoda,Insecta,Hymenoptera,Dryinidae,Deinodryinus,,richardsi,,"(Olmi, 1984)",Deinodryinus richardsi ,"Deinodryinus richardsi (Olmi, 1984)"
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,,cognettii,,"(Michaelsen, 1903)",Dendrobaena  cognettii ,"Dendrobaena cognettii (Michaelsen, 1903)"
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,,hortensis,,"(Michaelsen, 1890)",Dendrobaena  hortensis ,"Dendrobaena hortensis (Michaelsen, 1890)"
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,,octaedra,,"(Savigny, 1826)",Dendrobaena  octaedra ,"Dendrobaena octaedra (Savigny, 1826)"
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,,veneta,,"(Rosa, 1886)",Dendrobaena  veneta ,"Dendrobaena veneta (Rosa, 1886)"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Dendryphantes,,limpopo,,"Wesolowska & Haddad, 2013",Dendryphantes  limpopo ,"Dendryphantes limpopo Wesolowska & Haddad, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Dendryphantes,,silvestris,,"Wesolowska & Haddad, 2013",Dendryphantes  silvestris ,"Dendryphantes silvestris Wesolowska & Haddad, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diaparsis,,abstata,,"Khalaim, 2013",Diaparsis  abstata ,"Diaparsis abstata Khalaim, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diaparsis,,aneucliformis,,"Khalaim, 2013",Diaparsis  aneucliformis ,"Diaparsis aneucliformis Khalaim, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diaparsis,,interstitialis,,"Khalaim, 2013",Diaparsis  interstitialis ,"Diaparsis interstitialis Khalaim, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diaparsis,,kolyadai,,"Khalaim, 2013",Diaparsis  kolyadai ,"Diaparsis kolyadai Khalaim, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diaparsis,,minuscula,,"Khalaim, 2013",Diaparsis  minuscula ,"Diaparsis minuscula Khalaim, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diaparsis,,mostovskii,,"Khalaim, 2013",Diaparsis  mostovskii ,"Diaparsis mostovskii Khalaim, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diaparsis,,probleformis,,"Khalaim, 2013",Diaparsis  probleformis ,"Diaparsis probleformis Khalaim, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diaparsis,,robusta,,"Khalaim, 2013",Diaparsis  robusta ,"Diaparsis robusta Khalaim, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diaparsis,,voluptuosa,,"Khalaim, 2013",Diaparsis  voluptuosa ,"Diaparsis voluptuosa Khalaim, 2013"
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Diaparsis,,vulgaris,,"Khalaim, 2013",Diaparsis  vulgaris ,"Diaparsis vulgaris Khalaim, 2013"
Animalia,Chordata,Actinopterygii,Perciformes,Dichistiidae,,,,,,,"Dichistiidae Dichistius Cuvier, 1831"
Animalia,Chordata,Actinopterygii,Perciformes,Dichistiidae,Dichistius,,capensis,,"Cuvier, 1831",Dichistius  capensis ,"Dichistius capensis Cuvier, 1831"
Animalia,Chordata,Actinopterygii,Perciformes,Dichistiidae,Dichistius,,multifasciatus,,"Pellegrin, 1914",Dichistius  multifasciatus ,"Dichistius multifasciatus Pellegrin, 1914"
Animalia,Annelida,Clitellata,Haplotaxida,Octochaetidae,Dichogaster,,affinis,,"(Michaelsen, 1890)",Dichogaster  affinis ,"Dichogaster affinis (Michaelsen, 1890)"
Animalia,Annelida,Clitellata,Haplotaxida,Octochaetidae,Dichogaster,,annae,,"(Horst, 1893)",Dichogaster  annae ,"Dichogaster annae (Horst, 1893)"
Animalia,Annelida,Clitellata,Haplotaxida,Octochaetidae,Dichogaster,,bolaui,,"(Michaelsen, 1891)",Dichogaster  bolaui ,"Dichogaster bolaui (Michaelsen, 1891)"
Animalia,Annelida,Clitellata,Haplotaxida,Octochaetidae,Dichogaster,,modiglianii,,"(Rosa, 1896)",Dichogaster  modiglianii ,"Dichogaster modiglianii (Rosa, 1896)"
Animalia,Annelida,Clitellata,Haplotaxida,Octochaetidae,Dichogaster,,saliens,,"(Beddard, 1893)",Dichogaster  saliens ,"Dichogaster saliens (Beddard, 1893)"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Pandaridae,Dinemoura,,latifolia,,"Steenstrup & Lütken, 1861",Dinemoura  latifolia ,"Dinemoura latifolia Steenstrup & Lütken, 1861"
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dingana,,jerinae,,"Henning G.A. & Henning S.F., 1996b",Dingana  jerinae ,"Dingana jerinae Henning G.A. & Henning S.F., 1996b"
Animalia,Chordata,Actinopterygii,Perciformes,Dinopercidae,Dinoperca,,petersi,,"Day, 1875",Dinoperca  petersi ,"Dinoperca petersi Day, 1875"
Animalia,Arthropoda,Insecta,Diptera,Diopsidae,Diopsis,,stuckenbergi,,"Feijen & Feijen, 2012",Diopsis  stuckenbergi ,"Diopsis stuckenbergi Feijen & Feijen, 2012"
Animalia,Arthropoda,Arachnida,Araneae,Caponiidae,Diploglena,,arida,,"Haddad, 2015",Diploglena  arida ,"Diploglena arida Haddad, 2015"
Animalia,Arthropoda,Arachnida,Araneae,Caponiidae,Diploglena,,dippenaarae,,"Haddad, 2015",Diploglena  dippenaarae ,"Diploglena dippenaarae Haddad, 2015"
Animalia,Arthropoda,Arachnida,Araneae,Caponiidae,Diploglena,,karooica,,"Haddad, 2015",Diploglena  karooica ,"Diploglena karooica Haddad, 2015"
Animalia,Arthropoda,Arachnida,Araneae,Caponiidae,Diploglena,,major,,"Lawrence, 1928",Diploglena  major ,"Diploglena major Lawrence, 1928"
Animalia,Arthropoda,Arachnida,Araneae,Caponiidae,Diploglena,,proxila,,"Haddad, 2015",Diploglena  proxila ,"Diploglena proxila Haddad, 2015"
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Diplonevra,,meridafricana,,"Disney, 2012",Diplonevra  meridafricana ,"Diplonevra meridafricana Disney, 2012"
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dira,,jansei,,"(Swierstra, 1909)",Dira  jansei ,"Dira Dira jansei (Swierstra, 1909)"
Animalia,Brachiopoda,Lingulata,Lingulida,Discinidae,Discinisca,,tenuis,,"Sowerby, 1847",Discinisca  tenuis ,"Discinisca tenuis Sowerby, 1847"
Animalia,Arthropoda,Arachnida,Prostigmata,Tenuipalpidae,Dolichotetranychus,,salinas,,"Pritchard & Baker, 1951",Dolichotetranychus  salinas ,"Dolichotetranychus salinas Pritchard & Baker, 1951"
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Durbadnus,,chubbi,,"(Forsius, 1930)",Durbadnus chubbi ,"Durbadnus chubbi  (Forsius, 1930)"
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Durbadnus,,obscuripes,,"(Forsius, 1931)",Durbadnus obscuripes ,"Durbadnus obscuripes (Forsius, 1931)"
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Durbadnus,,taegeri,,"Koch & Liston, 2012",Durbadnus taegeri ,"Durbadnus taegeri Koch & Liston, 2012"
Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Dynamene,,bidentata,,"Adams, 1800",Dynamene  bidentata ,"Dynamene bidentata Adams, 1800"
Chromista,Miozoa,Not assigned,Eucoccidiida,Eimeriidae,Eimeria,,sardinae,,"Thélohan, 1890",Eimeria  sardinae ,"Eimeria sardinae Thélohan, 1890"
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,,pilicaudus,,"Smit, 2008",Elephantulus  pilicaudus ,"Elephantulus pilicaudus Smit, 2008"
Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,Elops,,machnata,,"Forsskål, 1775",Elops  machnata ,"Elops machnata Forsskål, 1775"
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,,amatolicus,,"(Skelton, 1990)",Enteromius  amatolicus ,"Enteromius amatolicus (Skelton, 1990)"
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,,anoplus,,"(Weber, 1897)",Enteromius  anoplus ,"Enteromius anoplus (Weber, 1897)"
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,,pallidus,,"(Smith, 1841)",Enteromius  pallidus ,"Enteromius pallidus (Smith, 1841)"
Animalia,Arthropoda,Insecta,Miomoptera,Permosialidae,Epimastax,,hesterae,,"Rasnitsyn & van Dijk, 2011",Epimastax hesterae ,"Epimastax hesterae Rasnitsyn & van Dijk, 2011"
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,albomarginatus,,"Boulenger, 1903",Epinephelus  albomarginatus ,"Epinephelus albomarginatus Boulenger, 1903"
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,andersoni,,"Boulenger, 1903",Epinephelus  andersoni ,"Epinephelus andersoni Boulenger, 1903"
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,lanceolatus,,"Bloch, 1790",Epinephelus  lanceolatus ,"Epinephelus lanceolatus Bloch, 1790"
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,malabaricus,,"Bloch & Schneider, 1801",Epinephelus  malabaricus ,"Epinephelus malabaricus Bloch & Schneider, 1801"
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,marginatus,,"Bloch & Schneider, 1801",Epinephelus  marginatus ,"Epinephelus marginatus Bloch & Schneider, 1801"
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,rivulatus,,"Valenciennes, 1830",Epinephelus  rivulatus ,"Epinephelus rivulatus Valenciennes, 1830"
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,tukula,,"Morgans, 1959",Epinephelus  tukula ,"Epinephelus tukula Morgans, 1959"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Epitrimerus,,capensis,,"Meyer & Ueckermann, 1990",Epitrimerus  capensis ,"Epitrimerus capensis Meyer & Ueckermann, 1990"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Epitrimerus,,meintjiensis,,"Meyer & Ueckermann, 1990",Epitrimerus  meintjiensis ,"Epitrimerus meintjiensis Meyer & Ueckermann, 1990"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Epitrimerus,,rogersii,,"Meyer & Ueckermann, 1990",Epitrimerus  rogersii ,"Epitrimerus rogersii Meyer & Ueckermann, 1990"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Epitrimerus,,sticticus,,"Meyer & Ueckermann, 1990",Epitrimerus  sticticus ,"Epitrimerus sticticus Meyer & Ueckermann, 1990"
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,,burchelli,burchelli,"(Gray, 1824)",Equus  burchelli burchelli,"Equus burchelli burchelli (Gray, 1824)"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Eremulidae,Eremulus,,flagellifer,,"Berlese, 1908",Eremulus  flagellifer ,"Eremulus flagellifer Berlese, 1908"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Eremulidae,Eremulus,,southafricanensis,,"Ermilov & Hugo-Coetzee, 2012",Eremulus  southafricanensis ,"Eremulus southafricanensis Ermilov & Hugo-Coetzee, 2012"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Eremulidae,Eremulus,,spindleformis,,"Ermilov & Hugo-Coetzee, 2012",Eremulus  spindleformis ,"Eremulus spindleformis Ermilov & Hugo-Coetzee, 2012"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Eriophyes,,digitatae,,"Ueckermann, 1993",Eriophyes  digitatae ,"Eriophyes digitatae Ueckermann, 1993"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Eriophyes,,elephacapensis,,"Ueckermann, 1993",Eriophyes  elephacapensis ,"Eriophyes elephacapensis Ueckermann, 1993"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Eriophyes,,hypoesti,,"Ueckermann, 1993",Eriophyes  hypoesti ,"Eriophyes hypoesti Ueckermann, 1993"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Eriophyes,,meyerae,,"Ueckermann, 1993",Eriophyes  meyerae ,"Eriophyes meyerae Ueckermann, 1993"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Eriophyes,,mucronatae,,"Ueckermann, 1993",Eriophyes  mucronatae ,"Eriophyes mucronatae Ueckermann, 1993"
Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,Eriophyes,,ocoteae,,"Ueckermann, 1993",Eriophyes  ocoteae ,"Eriophyes ocoteae Ueckermann, 1993"
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eriovixia,,excelsa,,"(Simon, 1889)",Eriovixia  excelsa ,"Eriovixia excelsa (Simon, 1889)"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Eudactylinidae,Eudactylina,,pusillus,,"Cressey, 1967",Eudactylina  pusillus ,"Eudactylina pusillus Cressey, 1967"
Animalia,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Eudrilus,,eugeniae,,"(Kinberg, 1867)",Eudrilus eugeniae ,"Eudrilus eugeniae (Kinberg, 1867)"
Animalia,Annelida,Clitellata,Haplotaxida,Ocnerodrilidae,Eukerria,,saltensis,,"(Beddard, 1895)",Eukerria  saltensis ,"Eukerria saltensis (Beddard, 1895)"
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euryphura,,achlys,,"(Hopffer, 1855)",Euryphura  achlys ,"Euryphura Euryphura achlys  (Hopffer, 1855)"
Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,Eusparassus,,schoemanae,,"Morandmand, 2013",Eusparassus  schoemanae ,"Eusparassus schoemanae Morandmand, 2013"
Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Eutetranychus,,anneckei,,"Meyer, 1974",Eutetranychus  anneckei ,"Eutetranychus anneckei Meyer, 1974"
Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Euthynnus,,affinis,,"Cantor, 1849",Euthynnus  affinis ,"Euthynnus affinis Cantor, 1849"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Evarcha,,denticulata,,"Wesolowska & Haddad, 2013",Evarcha  denticulata ,"Evarcha denticulata Wesolowska & Haddad, 2013"
,,,,,Ewanella,,breviuscula,,"Gorochov, 2009",Ewanella breviuscula ,"Ewanella breviuscula Gorochov, 2009"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Festucula,,haddadi,,"Azarkina & Foord, 2014",Festucula  haddadi ,"Festucula haddadi Azarkina & Foord, 2014"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Festucula,,leroyae,,"Azarkina & Foord, 2014",Festucula  leroyae ,"Festucula leroyae Azarkina & Foord, 2014"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Festucula,,robustus,,"Azarkina & Foord, 2014",Festucula  robustus ,"Festucula robustus Azarkina & Foord, 2014"
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Fidelia,,whiteheadi,,Litman and Kuhlmann 2016,Fidelia  whiteheadi ,Fidelia whiteheadi Litman and Kuhlmann 2016
Animalia,Arthropoda,Arachnida,Araneae,Trachelidae,Fuchibotulus,,haddadi,,"Lyle, 2013",Fuchibotulus  haddadi ,"Fuchibotulus haddadi Lyle, 2013"
Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Galeichthys,,ater,,"Castelnau, 1861",Galeichthys  ater ,"Galeichthys ater Castelnau, 1861"
Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Galeichthys,,feliceps,,"Valenciennes, 1840",Galeichthys  feliceps ,"Galeichthys feliceps Valenciennes, 1840"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Galumnidae,Galumna,,curvifamulus,,"Ermilov, Hugo-Coetzee, Khaustov & Theron, 2017",Galumna  curvifamulus ,"Galumna curvifamulus Ermilov, Hugo-Coetzee, Khaustov & Theron, 2017"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Galumnidae,Galumna,,sphagni,,"Ermilov, Hugo-Coetzee & Theron, 2017",Galumna  sphagni ,"Galumna sphagni Ermilov, Hugo-Coetzee & Theron, 2017"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Galumnidae,,,curvifamulus,,"Ermilov, Hugo-Coetzee, Khaustov & Theron, 2017",,"Galumnidae curvifamulus Ermilov, Hugo-Coetzee, Khaustov & Theron, 2017"
Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Genypterus,,capensis,,"Andrew Smith, 1847",Genypterus  capensis ,"Genypterus capensis Andrew Smith, 1847"
,,,,,Geogenia,,minnehaha,,"Nxele, 2015",Geogenia minnehaha ,"Geogenia minnehaha Nxele, 2015"
Animalia,Chordata,Aves,Passeriformes,Turdidae,Geokichla,Zoothera,gurneyi,,"(Hartlaub, 1864)",Geokichla (Zoothera) gurneyi ,"Geokichla (Zoothera) gurneyi (Hartlaub, 1864)"
Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Geraesta,,congoensis,,"(Lessert, 1943)",Geraesta  congoensis ,"Geraesta congoensis (Lessert, 1943)"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,,afra,,"(Gray, 1830)",Gerbilliscus  afra ,"Gerbilliscus afra (Gray, 1830)"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,,brantsii,,"(Smith, 1836)",Gerbilliscus  brantsii ,"Gerbilliscus brantsii (Smith, 1836)"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,,leucogaster,,"(Peters, 1852)",Gerbilliscus  leucogaster ,"Gerbilliscus leucogaster (Peters, 1852)"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,,paeba,,"(A. Smith, 1836)",Gerbilliscus  paeba ,"Gerbilliscus paeba (A. Smith, 1836)"
Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,,vallinus,,"(Thomas, 1918)",Gerbilliscus  vallinus ,"Gerbilliscus vallinus (Thomas, 1918)"
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Globoppia,,vernoncrookensis,,"Hugo-Coetzee, 2017",Globoppia  vernoncrookensis ,"Globoppia vernoncrookensis Hugo-Coetzee, 2017"
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Gloiopotes,,huttoni,,"Thomson G.M., 1890",Gloiopotes  huttoni ,"Gloiopotes huttoni Thomson G.M., 1890"
Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Gonatopus,,bekilyanus,,"(Benoit, 1954)",Gonatopus  bekilyanus ,"Gonatopus bekilyanus (Benoit, 1954)"
,,,,,Gondwanascorpio,,emzantsiensis,,"Gess, 2013",Gondwanascorpio emzantsiensis ,"Gondwanascorpio emzantsiensis Gess, 2013"
Animalia,Mollusca,Gastropoda,Seguenziida,Chilodontaidae,Granata,,sulcifera,,"(Lamarck, 1822)",Granata  sulcifera ,"Granata sulcifera (Lamarck, 1822)"
Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,,kelleni,,"(Reuvens, 1890)",Graphiurus  kelleni ,"Graphiurus kelleni (Reuvens, 1890)"
Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,,microtis,,"(Noack, 1887)",Graphiurus  microtis ,"Graphiurus microtis  (Noack, 1887)"
Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,,platyops,,"Thomas, 1897",Graphiurus  platyops ,"Graphiurus platyops Thomas, 1897"
Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,,rupicola,,"(Thomas and Hinton, 1925)",Graphiurus  rupicola ,"Graphiurus rupicola (Thomas and Hinton, 1925)"
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Haematobosca,,uniseriata,,"(Malloch, 1932)",Haematobosca  uniseriata ,"Haematobosca uniseriata (Malloch, 1932)"
,,,,,Hamecamyia,,stuckenbergi,,"Gaimari, 2012",Hamecamyia stuckenbergi ,"Hamecamyia stuckenbergi Gaimari, 2012"
Animalia,Arthropoda,Diplopoda,Spirostreptida,Harpagophoridae,Harpagophora,,alokopyga,,"Attems, 1909",Harpagophora  alokopyga ,"Harpagophora alokopyga Attems, 1909"
Animalia,Chordata,Amphibia,Anura,Heleophrynidae,Heleophryne,,depressa,,"FritzSimons, 1946",Heleophryne  depressa ,"Heleophryne depressa FritzSimons, 1946"
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Helicolenus,,dactylopterus,,"Delaroche, 1809",Helicolenus  dactylopterus ,"Helicolenus dactylopterus Delaroche, 1809"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Heliophanus,,gramineus,,"Weso?owska & Haddad, 2013",Heliophanus  gramineus ,"Heliophanus gramineus Weso?owska & Haddad, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Heliophanus,,ndumoensis,,"Weso?owska & Haddad, 2013",Heliophanus  ndumoensis ,"Heliophanus ndumoensis Weso?owska & Haddad, 2013"
Animalia,Myxozoa,Myxosporea,Bivalvulida,Myxobolidae,Henneguya,,clini,,"Reed, Basson, Van As & Dykova, 2007",Henneguya  clini ,"Henneguya clini Reed, Basson, Van As & Dykova, 2007"
Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Heriaeus,,allenjonesi,,"van Niekerk & Dippenaar-Schoeman, 2013",Heriaeus  allenjonesi ,"Heriaeus allenjonesi van Niekerk & Dippenaar-Schoeman, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Heriaeus,,copricola,,"van Niekerk & Dippenaar-Schoeman, 2013",Heriaeus  copricola ,"Heriaeus copricola van Niekerk & Dippenaar-Schoeman, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Heriaeus,,foordi,,"van Niekerk & Dippenaar-Schoeman, 2013",Heriaeus  foordi ,"Heriaeus foordi van Niekerk & Dippenaar-Schoeman, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Heriaeus,,muizenberg,,"van Niekerk & Dippenaar-Schoeman, 2013",Heriaeus  muizenberg ,"Heriaeus muizenberg van Niekerk & Dippenaar-Schoeman, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Heriaeus,,peterwebbi,,"van Niekerk & Dippenaar-Schoeman, 2013",Heriaeus  peterwebbi ,"Heriaeus peterwebbi van Niekerk & Dippenaar-Schoeman, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Heriaeus,,sossusvlei,,"van Niekerk & Dippenaar-Schoeman, 2013",Heriaeus  sossusvlei ,"Heriaeus sossusvlei van Niekerk & Dippenaar-Schoeman, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Heriaeus,,xanderi,,"van Niekerk & Dippenaar-Schoeman, 2013",Heriaeus  xanderi ,"Heriaeus xanderi van Niekerk & Dippenaar-Schoeman, 2013"
Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Heriaeus,,zanii,,"van Niekerk & Dippenaar-Schoeman, 2013",Heriaeus  zanii ,"Heriaeus zanii van Niekerk & Dippenaar-Schoeman, 2013"
Animalia,Arthropoda,Insecta,Diptera,Asilidae,Hermannomyia,,ukasi,,"Londt & Copeland, 2013",Hermannomyia  ukasi ,"Hermannomyia ukasi Londt & Copeland, 2013"
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,,pulverulentus,,"(Wagner, 1839)",Herpestes  pulverulentus ,"Herpestes pulverulentus (Wagner, 1839)"
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,,sanguineus,,"Rüppell, 1835",Herpestes  sanguineus ,"Herpestes sanguineus Rüppell, 1835"
